True_Status,Risk_Score,Risk_Level
Enrolled,0.2917982176053853,Low Risk
Graduate,0.07819761499830959,Low Risk
Dropout,0.8092614282895472,High Risk
Enrolled,0.3895947442997208,Medium Risk
Dropout,0.5901546168762128,Medium Risk
Dropout,0.9306056218347699,High Risk
Dropout,0.9221598924898614,High Risk
Graduate,0.042673696382061206,Low Risk
Dropout,0.4293849887950269,Medium Risk
Graduate,0.06834725114402054,Low Risk
Graduate,0.045426206306939644,Low Risk
Graduate,0.10317030353319981,Low Risk
Dropout,0.9800957876372273,High Risk
Dropout,0.9819683987607862,High Risk
Dropout,0.9663486741833803,High Risk
Graduate,0.22693592087901915,Low Risk
Graduate,0.04503511615343595,Low Risk
Graduate,0.10558245187778292,Low Risk
Graduate,0.04415435248521712,Low Risk
Dropout,0.9807085190225817,High Risk
Dropout,0.9914421621498314,High Risk
Enrolled,0.14364321075090908,Low Risk
Enrolled,0.15365043416357588,Low Risk
Dropout,0.8182445883441807,High Risk
Enrolled,0.059233674869431784,Low Risk
Graduate,0.06921460952508549,Low Risk
Dropout,0.9941094145078081,High Risk
Dropout,0.9963845361594781,High Risk
Graduate,0.05148433275434863,Low Risk
Graduate,0.06670761489801878,Low Risk
Dropout,0.9655624944071469,High Risk
Graduate,0.316701306878268,Medium Risk
Enrolled,0.1840453387969017,Low Risk
Dropout,0.9456106716764767,High Risk
Graduate,0.07505915250882583,Low Risk
Graduate,0.09135562055234647,Low Risk
Graduate,0.35219752262533,Medium Risk
Dropout,0.9641997517013957,High Risk
Graduate,0.11134778265962783,Low Risk
Enrolled,0.2615854170631415,Low Risk
Dropout,0.7657304849041838,High Risk
Enrolled,0.11050238045361568,Low Risk
Dropout,0.17820345289564923,Low Risk
Dropout,0.9248540263032398,High Risk
Graduate,0.04041055899794115,Low Risk
Dropout,0.18868436922891127,Low Risk
Dropout,0.6718840239373378,High Risk
Graduate,0.2082394263643221,Low Risk
Dropout,0.9629028866965264,High Risk
Dropout,0.83516204615972,High Risk
Graduate,0.03040872058768738,Low Risk
Dropout,0.9683520985584239,High Risk
Graduate,0.04990153303843202,Low Risk
Graduate,0.17419765683977087,Low Risk
Graduate,0.08078001302835223,Low Risk
Graduate,0.02706142671630413,Low Risk
Dropout,0.9843310516504912,High Risk
Graduate,0.034706220982199325,Low Risk
Dropout,0.7158622788577467,High Risk
Dropout,0.799718878232187,High Risk
Dropout,0.9299569386444324,High Risk
Graduate,0.11979868882412209,Low Risk
Graduate,0.11742023007906985,Low Risk
Graduate,0.0441523067310419,Low Risk
Enrolled,0.19475014280737568,Low Risk
Graduate,0.05084912300929094,Low Risk
Enrolled,0.0502482961601187,Low Risk
Graduate,0.05293654870505298,Low Risk
Enrolled,0.042063551274387795,Low Risk
Enrolled,0.09218489606212331,Low Risk
Graduate,0.1365143022309978,Low Risk
Graduate,0.05145735238540278,Low Risk
Graduate,0.0576739821178705,Low Risk
Graduate,0.03539878648459937,Low Risk
Dropout,0.9808428254094661,High Risk
Enrolled,0.06765360929990598,Low Risk
Graduate,0.027401840119495036,Low Risk
Enrolled,0.10242581026643796,Low Risk
Dropout,0.2862860878464436,Low Risk
Graduate,0.02106055526109458,Low Risk
Dropout,0.09941651325062426,Low Risk
Enrolled,0.01268452359639674,Low Risk
Graduate,0.06508979045055921,Low Risk
Graduate,0.06069181689897269,Low Risk
Dropout,0.8001586526634737,High Risk
Graduate,0.02501203247814898,Low Risk
Enrolled,0.09028494831251994,Low Risk
Graduate,0.05473288183820465,Low Risk
Graduate,0.04614577851440316,Low Risk
Graduate,0.049360288604952764,Low Risk
Graduate,0.024494354013651885,Low Risk
Dropout,0.6673192791025474,High Risk
Graduate,0.19580111017231136,Low Risk
Graduate,0.05360248014888923,Low Risk
Dropout,0.9943050442848396,High Risk
Graduate,0.03725310326871049,Low Risk
Graduate,0.05530920116825293,Low Risk
Graduate,0.04042179311085417,Low Risk
Graduate,0.03656316589520146,Low Risk
Graduate,0.024303092725635092,Low Risk
Graduate,0.07395425234869632,Low Risk
Graduate,0.03842605502977772,Low Risk
Enrolled,0.21605866998796464,Low Risk
Enrolled,0.44964378226397606,Medium Risk
Dropout,0.9853505332043639,High Risk
Graduate,0.036030456751637865,Low Risk
Graduate,0.06003883093835481,Low Risk
Graduate,0.04560683652959215,Low Risk
Enrolled,0.3590583740002207,Medium Risk
Graduate,0.022116105074593738,Low Risk
Enrolled,0.6683355538289347,High Risk
Dropout,0.9618277179157834,High Risk
Enrolled,0.020346552906814537,Low Risk
Dropout,0.9803483361113692,High Risk
Graduate,0.06914959048731113,Low Risk
Graduate,0.039940663976947725,Low Risk
Graduate,0.04812237068235533,Low Risk
Graduate,0.07721924787091149,Low Risk
Enrolled,0.11080205868730245,Low Risk
Enrolled,0.021090499899568984,Low Risk
Graduate,0.03172817624714525,Low Risk
Enrolled,0.21140906329979653,Low Risk
Graduate,0.0422614436537348,Low Risk
Graduate,0.0493436080653647,Low Risk
Graduate,0.14225493553101748,Low Risk
Enrolled,0.022904082782575233,Low Risk
Graduate,0.022674028626595732,Low Risk
Graduate,0.05054223833112271,Low Risk
Graduate,0.06785791238211664,Low Risk
Dropout,0.17181232690914855,Low Risk
Graduate,0.04068040145129042,Low Risk
Graduate,0.03168308924639256,Low Risk
Dropout,0.9727269965061325,High Risk
Dropout,0.20904755043389775,Low Risk
Dropout,0.9690598574995786,High Risk
Enrolled,0.3178218299704659,Medium Risk
Dropout,0.9485580778985435,High Risk
Dropout,0.9413543525253659,High Risk
Enrolled,0.43026623668598923,Medium Risk
Dropout,0.32714271670029593,Medium Risk
Enrolled,0.040924541915842806,Low Risk
Dropout,0.9555731628643371,High Risk
Graduate,0.039701610137245484,Low Risk
Dropout,0.8947175600285179,High Risk
Enrolled,0.4240718108551829,Medium Risk
Dropout,0.9856222356904148,High Risk
Graduate,0.023686352110546427,Low Risk
Graduate,0.07529504638234072,Low Risk
Dropout,0.8764164636837478,High Risk
Graduate,0.01871697780911714,Low Risk
Graduate,0.15611443662887697,Low Risk
Enrolled,0.02529296287586097,Low Risk
Graduate,0.05305299813320611,Low Risk
Graduate,0.055498815448441395,Low Risk
Enrolled,0.18999792770044405,Low Risk
Graduate,0.027718339998977107,Low Risk
Graduate,0.05546119750604399,Low Risk
Enrolled,0.912984219784591,High Risk
Dropout,0.9250949401466396,High Risk
Dropout,0.05753057004508541,Low Risk
Dropout,0.9545313479379649,High Risk
Dropout,0.7570572891366272,High Risk
Dropout,0.7271264482105999,High Risk
Dropout,0.21449087855875906,Low Risk
Dropout,0.9700544591360748,High Risk
Dropout,0.4386467494087645,Medium Risk
Dropout,0.9622028508112314,High Risk
Dropout,0.3780231534730039,Medium Risk
Graduate,0.05547234661782084,Low Risk
Dropout,0.9782214857783484,High Risk
Dropout,0.854962832412445,High Risk
Graduate,0.07823140991344155,Low Risk
Graduate,0.13752107140513006,Low Risk
Graduate,0.0025037979019590434,Low Risk
Dropout,0.942752272849674,High Risk
Graduate,0.3089692529850629,Medium Risk
Enrolled,0.13961925373590314,Low Risk
Graduate,0.02568769610144834,Low Risk
Graduate,0.03335041601401676,Low Risk
Dropout,0.2819765574783572,Low Risk
Dropout,0.9305224183061219,High Risk
Graduate,0.06390732823411284,Low Risk
Dropout,0.525582999601593,Medium Risk
Graduate,0.0870974386157058,Low Risk
Graduate,0.14007983532779422,Low Risk
Dropout,0.9778548531414402,High Risk
Dropout,0.9746254389497226,High Risk
Graduate,0.034621127413035115,Low Risk
Graduate,0.41880421273307594,Medium Risk
Graduate,0.16099445376938146,Low Risk
Graduate,0.04704217063290346,Low Risk
Graduate,0.025142560452055065,Low Risk
Graduate,0.19558835992003917,Low Risk
Graduate,0.04209922262249036,Low Risk
Dropout,0.9168531848163478,High Risk
Graduate,0.035976049028335885,Low Risk
Dropout,0.9071966352249681,High Risk
Graduate,0.0517177750679453,Low Risk
Dropout,0.9145342355003941,High Risk
Graduate,0.0328944854835001,Low Risk
Graduate,0.022097001151130162,Low Risk
Enrolled,0.2500038215313253,Low Risk
Graduate,0.03291373480031182,Low Risk
Dropout,0.5981720864349284,Medium Risk
Graduate,0.04378624413312548,Low Risk
Graduate,0.0502844470511092,Low Risk
Graduate,0.016621572342285222,Low Risk
Dropout,0.8556905864850486,High Risk
Graduate,0.022444478616278084,Low Risk
Dropout,0.9230496041392346,High Risk
Graduate,0.04077354414506082,Low Risk
Enrolled,0.27433911223719315,Low Risk
Dropout,0.41357649889403797,Medium Risk
Graduate,0.01752822894321017,Low Risk
Graduate,0.04627639212168327,Low Risk
Dropout,0.8989190729346147,High Risk
Graduate,0.0410593313850369,Low Risk
Dropout,0.9906448943609693,High Risk
Graduate,0.02843819966561571,Low Risk
Dropout,0.9654964558427985,High Risk
Dropout,0.9588982955502799,High Risk
Graduate,0.04275930086367707,Low Risk
Graduate,0.057774180550876936,Low Risk
Graduate,0.05608738690591494,Low Risk
Graduate,0.029204176471894615,Low Risk
Dropout,0.2990574870398497,Low Risk
Dropout,0.9511339371271424,High Risk
Enrolled,0.5373947267722361,Medium Risk
Graduate,0.03166161411584586,Low Risk
Dropout,0.9450855018721613,High Risk
Enrolled,0.10488529932702002,Low Risk
Enrolled,0.11739679125403714,Low Risk
Dropout,0.9722015985542908,High Risk
Enrolled,0.32662691944685623,Medium Risk
Graduate,0.03392685127101994,Low Risk
Graduate,0.06989041877296559,Low Risk
Dropout,0.649250886902971,High Risk
Enrolled,0.05694493793005657,Low Risk
Graduate,0.01901446826526591,Low Risk
Dropout,0.9549524034090179,High Risk
Enrolled,0.08000360956579058,Low Risk
Enrolled,0.08927182933130547,Low Risk
Dropout,0.9099437757487973,High Risk
Graduate,0.052496451638418026,Low Risk
Graduate,0.021662229103762688,Low Risk
Enrolled,0.8605722593518014,High Risk
Dropout,0.9704924787370824,High Risk
Graduate,0.024666526502342096,Low Risk
Graduate,0.044338546727196074,Low Risk
Graduate,0.21461242746873976,Low Risk
Dropout,0.9758681688054869,High Risk
Graduate,0.3946262679155398,Medium Risk
Dropout,0.9789253565683079,High Risk
Graduate,0.10877467230833994,Low Risk
Dropout,0.9904586800985237,High Risk
Graduate,0.03419683220096709,Low Risk
Dropout,0.9689761531801883,High Risk
Dropout,0.9035168162772022,High Risk
Dropout,0.8560409178134387,High Risk
Graduate,0.05520404881157937,Low Risk
Graduate,0.11104640142908123,Low Risk
Graduate,0.04856965739320587,Low Risk
Dropout,0.9807947919718325,High Risk
Dropout,0.9782346040919558,High Risk
Graduate,0.059634864180240735,Low Risk
Graduate,0.05677830551848751,Low Risk
Enrolled,0.23170822820683176,Low Risk
Graduate,0.1746459780473832,Low Risk
Graduate,0.0574213109915585,Low Risk
Dropout,0.978657181193559,High Risk
Dropout,0.959016624387263,High Risk
Dropout,0.9924625697492553,High Risk
Enrolled,0.4132878312192286,Medium Risk
Graduate,0.36698120937272377,Medium Risk
Dropout,0.8629609733239766,High Risk
Dropout,0.9633899440826514,High Risk
Graduate,0.15323866638554773,Low Risk
Graduate,0.22135733556302054,Low Risk
Enrolled,0.7083623645219147,High Risk
Graduate,0.07326617727107512,Low Risk
Graduate,0.004108070936872729,Low Risk
Dropout,0.845640989092147,High Risk
Graduate,0.05000300176972753,Low Risk
Dropout,0.6699352163147575,High Risk
Enrolled,0.07470589333335896,Low Risk
Graduate,0.035109471507381175,Low Risk
Enrolled,0.3228261044299115,Medium Risk
Dropout,0.6390898929239767,High Risk
Graduate,0.048313310865565604,Low Risk
Graduate,0.06815445004475648,Low Risk
Dropout,0.6988360009011177,High Risk
Dropout,0.7524368479086073,High Risk
Dropout,0.8513038246481764,High Risk
Graduate,0.028431694556720125,Low Risk
Graduate,0.10350303835437319,Low Risk
Dropout,0.25698599924717935,Low Risk
Graduate,0.03116834940045884,Low Risk
Graduate,0.010610263897352335,Low Risk
Graduate,0.01797889233014595,Low Risk
Enrolled,0.005084701629175342,Low Risk
Enrolled,0.12516539173943503,Low Risk
Graduate,0.08988452811826173,Low Risk
Dropout,0.2503810399101957,Low Risk
Dropout,0.9441843426841788,High Risk
Dropout,0.9755941120944832,High Risk
Graduate,0.19431602176989485,Low Risk
Graduate,0.15005682938232903,Low Risk
Dropout,0.48814872772728474,Medium Risk
Graduate,0.04563714290123393,Low Risk
Graduate,0.045427536306238386,Low Risk
Graduate,0.021575672640394578,Low Risk
Graduate,0.014840594836356443,Low Risk
Graduate,0.057584513666036806,Low Risk
Graduate,0.04624061854528629,Low Risk
Graduate,0.08461160247531394,Low Risk
Graduate,0.011992202522543504,Low Risk
Dropout,0.9688498123466768,High Risk
Graduate,0.002387037556876766,Low Risk
Graduate,0.04426887334459809,Low Risk
Dropout,0.8487880643772171,High Risk
Graduate,0.022539737342178137,Low Risk
Dropout,0.995739473435708,High Risk
Graduate,0.1559768483281505,Low Risk
Graduate,0.01814065641862034,Low Risk
Graduate,0.06470558760322306,Low Risk
Graduate,0.058288668644781085,Low Risk
Graduate,0.031058445180410548,Low Risk
Graduate,0.0034288088443322597,Low Risk
Dropout,0.8501246887728316,High Risk
Graduate,0.02143226531086362,Low Risk
Graduate,0.04907901947168772,Low Risk
Graduate,0.03928466134514926,Low Risk
Graduate,0.042393672999079896,Low Risk
Graduate,0.11895491479448618,Low Risk
Enrolled,0.2422158684613935,Low Risk
Graduate,0.036490263501803614,Low Risk
Graduate,0.04059266467401733,Low Risk
Dropout,0.8509472003992571,High Risk
Enrolled,0.014371665214917801,Low Risk
Dropout,0.9586010132267185,High Risk
Graduate,0.022023120234883446,Low Risk
Graduate,0.036004790854067416,Low Risk
Enrolled,0.2003427913669096,Low Risk
Graduate,0.07779114725857664,Low Risk
Graduate,0.03113034431129248,Low Risk
Graduate,0.2823104204862442,Low Risk
Graduate,0.05007441478322138,Low Risk
Graduate,0.09517533259347957,Low Risk
Dropout,0.9272579240612778,High Risk
Dropout,0.47379473876625583,Medium Risk
Graduate,0.047812249895922955,Low Risk
Graduate,0.03918711602719435,Low Risk
Graduate,0.010510986720389384,Low Risk
Graduate,0.08204300706686354,Low Risk
Graduate,0.04507079555382013,Low Risk
Dropout,0.13169524738701185,Low Risk
Graduate,0.03152439060217482,Low Risk
Graduate,0.029017270419558414,Low Risk
Graduate,0.019915257001044195,Low Risk
Dropout,0.044907972040047456,Low Risk
Graduate,0.015936416127644702,Low Risk
Dropout,0.9171359717800975,High Risk
Graduate,0.0254636418407773,Low Risk
Dropout,0.7928392620310283,High Risk
Dropout,0.9109463628985666,High Risk
Graduate,0.08992432157805821,Low Risk
Graduate,0.022185407016166246,Low Risk
Enrolled,0.35552811276615987,Medium Risk
Dropout,0.6597009484885009,High Risk
Graduate,0.02552430087381757,Low Risk
Graduate,0.027110021218222747,Low Risk
Graduate,0.025561316272132126,Low Risk
Graduate,0.24446235923503368,Low Risk
Graduate,0.019065625525080693,Low Risk
Graduate,0.024114762698463944,Low Risk
Enrolled,0.13266885353359092,Low Risk
Graduate,0.06155265221730931,Low Risk
Graduate,0.017617444273676945,Low Risk
Graduate,0.0488756644611306,Low Risk
Dropout,0.9483816045772451,High Risk
Dropout,0.768741662324936,High Risk
Dropout,0.609529508761713,High Risk
Graduate,0.024520626699050422,Low Risk
Graduate,0.03317930637511172,Low Risk
Graduate,0.09723037172207309,Low Risk
Enrolled,0.08011507530737699,Low Risk
Graduate,0.046104044535298525,Low Risk
Graduate,0.024824026677085893,Low Risk
Dropout,0.9750879307788701,High Risk
Graduate,0.019646847601167496,Low Risk
Graduate,0.010089361221776586,Low Risk
Enrolled,0.2859405062335348,Low Risk
Enrolled,0.40340275243247414,Medium Risk
Graduate,0.03965604941199224,Low Risk
Dropout,0.9720323893018488,High Risk
Graduate,0.13569894681003966,Low Risk
Dropout,0.1418533926301001,Low Risk
Graduate,0.0705961085934452,Low Risk
Dropout,0.9743368904614451,High Risk
Dropout,0.9762387918028401,High Risk
Graduate,0.1554289674653369,Low Risk
Graduate,0.03473295322484464,Low Risk
Graduate,0.019737120264496925,Low Risk
Dropout,0.027827204594306182,Low Risk
Dropout,0.9777126696080815,High Risk
Enrolled,0.31297195923604426,Medium Risk
Enrolled,0.1188130051655966,Low Risk
Graduate,0.10628990537502173,Low Risk
Dropout,0.48523393742181276,Medium Risk
Dropout,0.673589224825962,High Risk
Graduate,0.08875010454010075,Low Risk
Dropout,0.8835163149571789,High Risk
Graduate,0.08836031656957627,Low Risk
Graduate,0.012153185260480556,Low Risk
Graduate,0.03548711355044564,Low Risk
Enrolled,0.027929711898644804,Low Risk
Enrolled,0.6568859593914593,High Risk
Graduate,0.032560308701205215,Low Risk
Graduate,0.02352404241846554,Low Risk
Dropout,0.9857348831900059,High Risk
Graduate,0.021527200735640344,Low Risk
Enrolled,0.21705161960101152,Low Risk
Graduate,0.02752958704359898,Low Risk
Enrolled,0.30791240129336434,Medium Risk
Graduate,0.0320557494599009,Low Risk
Graduate,0.044425386401050114,Low Risk
Graduate,0.1300311984694336,Low Risk
Graduate,0.035419938314140254,Low Risk
Graduate,0.03911140792368833,Low Risk
Graduate,0.041251126981334985,Low Risk
Graduate,0.8790447203905635,High Risk
Graduate,0.025291523400360057,Low Risk
Graduate,0.05309215463690665,Low Risk
Graduate,0.03552850165414957,Low Risk
Graduate,0.059600868770923014,Low Risk
Enrolled,0.018659168307927895,Low Risk
Graduate,0.016246553528374667,Low Risk
Dropout,0.9945551570908919,High Risk
Dropout,0.9920538204742818,High Risk
Graduate,0.020667137923189718,Low Risk
Dropout,0.20920858598683822,Low Risk
Graduate,0.05664688327526519,Low Risk
Graduate,0.014770754011097727,Low Risk
Graduate,0.038952289494622906,Low Risk
Enrolled,0.12645413494366312,Low Risk
Dropout,0.21818843254762293,Low Risk
Graduate,0.06903261041157353,Low Risk
Enrolled,0.09105875261019618,Low Risk
Graduate,0.06292660738101896,Low Risk
Enrolled,0.15742607147625398,Low Risk
Graduate,0.04942190335084714,Low Risk
Enrolled,0.1297616336599087,Low Risk
Graduate,0.03512769525888869,Low Risk
Graduate,0.014825173332983416,Low Risk
Dropout,0.29444651903209484,Low Risk
Enrolled,0.3252047116645623,Medium Risk
Enrolled,0.12447191260485331,Low Risk
Graduate,0.03793258551447966,Low Risk
Enrolled,0.07521204921448531,Low Risk
Dropout,0.9708301732489587,High Risk
Graduate,0.028715142113303997,Low Risk
Graduate,0.07299127629927693,Low Risk
Graduate,0.03404931204904263,Low Risk
Graduate,0.15001925698466745,Low Risk
Enrolled,0.12991218471849197,Low Risk
Graduate,0.04769577712452611,Low Risk
Graduate,0.035964925659411034,Low Risk
Dropout,0.9893537692992903,High Risk
Graduate,0.04756255254091282,Low Risk
Dropout,0.1255169587018293,Low Risk
Graduate,0.2794629659334098,Low Risk
Dropout,0.04955307032079786,Low Risk
Graduate,0.09078215250553236,Low Risk
Graduate,0.05095419953881813,Low Risk
Graduate,0.06081098130287885,Low Risk
Dropout,0.8163203719721702,High Risk
Enrolled,0.2505905805040631,Low Risk
Graduate,0.3036167199926457,Medium Risk
Dropout,0.48378645855415164,Medium Risk
Graduate,0.05894813508198635,Low Risk
Graduate,0.022244438324576715,Low Risk
Dropout,0.9071972332737269,High Risk
Graduate,0.032078621046078004,Low Risk
Dropout,0.7157580636123456,High Risk
Graduate,0.12113231949481149,Low Risk
Graduate,0.042301096256970726,Low Risk
Dropout,0.6869225878043287,High Risk
Enrolled,0.004315314220241617,Low Risk
Graduate,0.021594321039073494,Low Risk
Enrolled,0.1689230985313532,Low Risk
Dropout,0.6404128412691743,High Risk
Graduate,0.4009387932855565,Medium Risk
Graduate,0.044906176110585734,Low Risk
Dropout,0.9840812201406107,High Risk
Graduate,0.06026040217159039,Low Risk
Graduate,0.08929194258638075,Low Risk
Graduate,0.13432174144287617,Low Risk
Graduate,0.019572309966394672,Low Risk
Enrolled,0.11764990439443439,Low Risk
Dropout,0.9744011384460188,High Risk
Dropout,0.5039346587746251,Medium Risk
Graduate,0.16695084148519504,Low Risk
Graduate,0.033392092861609164,Low Risk
Graduate,0.053522335716878006,Low Risk
Graduate,0.02663115970659277,Low Risk
Dropout,0.9201994016804595,High Risk
Graduate,0.016542627613223983,Low Risk
Dropout,0.9794370341141992,High Risk
Graduate,0.24946990997434954,Low Risk
Graduate,0.14801487242074526,Low Risk
Enrolled,0.09355459640188794,Low Risk
Dropout,0.9869267950220287,High Risk
Dropout,0.8689078536282393,High Risk
Dropout,0.9751944249981971,High Risk
Enrolled,0.10890281179847865,Low Risk
Graduate,0.042444325471718995,Low Risk
Graduate,0.28934689951519593,Low Risk
Enrolled,0.047191604716408715,Low Risk
Graduate,0.016653310861681748,Low Risk
Graduate,0.15588320337236547,Low Risk
Graduate,0.02934204331927558,Low Risk
Graduate,0.04114257087321208,Low Risk
Graduate,0.03706789205231001,Low Risk
Dropout,0.4639064028932329,Medium Risk
Graduate,0.025223970145167647,Low Risk
Dropout,0.9857179557144452,High Risk
Graduate,0.015723847619195173,Low Risk
Graduate,0.0249985954005452,Low Risk
Graduate,0.024264410533093635,Low Risk
Graduate,0.08568554708591607,Low Risk
Graduate,0.03170305971047318,Low Risk
Graduate,0.04158444135686897,Low Risk
Enrolled,0.42382109495084147,Medium Risk
Graduate,0.021033445239062837,Low Risk
Graduate,0.07446970514224331,Low Risk
Graduate,0.04874379609958337,Low Risk
Graduate,0.053060437659124514,Low Risk
Graduate,0.06468782633370142,Low Risk
Dropout,0.6551680871775506,High Risk
Graduate,0.0843734913088389,Low Risk
Dropout,0.8002421524228237,High Risk
Graduate,0.03783136420768731,Low Risk
Dropout,0.9262210838452757,High Risk
Dropout,0.985149178457385,High Risk
Dropout,0.9520827617465233,High Risk
Enrolled,0.8040914138284395,High Risk
Graduate,0.10444921369236142,Low Risk
Dropout,0.967075541691096,High Risk
Dropout,0.9429949713075502,High Risk
Graduate,0.02879617057703262,Low Risk
Dropout,0.9720767854431133,High Risk
Enrolled,0.5555157772223209,Medium Risk
Dropout,0.8929080018493963,High Risk
Graduate,0.03298851361219853,Low Risk
Graduate,0.07138905182545818,Low Risk
Graduate,0.15726642141770075,Low Risk
Graduate,0.032313930699118476,Low Risk
Enrolled,0.03871651149294153,Low Risk
Dropout,0.9326924619290476,High Risk
Graduate,0.023252987353334625,Low Risk
Graduate,0.044544831521492384,Low Risk
Graduate,0.03702950103698175,Low Risk
Graduate,0.04114617753153211,Low Risk
Graduate,0.059331699606703786,Low Risk
Dropout,0.8835531767055168,High Risk
Dropout,0.9718285964683234,High Risk
Graduate,0.0669447852015653,Low Risk
Graduate,0.039567993863506755,Low Risk
Graduate,0.027567836690932088,Low Risk
Graduate,0.0356372151167944,Low Risk
Graduate,0.03071614020670795,Low Risk
Enrolled,0.09029298072054928,Low Risk
Dropout,0.9659592463582594,High Risk
Enrolled,0.09302525710709843,Low Risk
Graduate,0.05327474942149807,Low Risk
Dropout,0.20268643732863603,Low Risk
Dropout,0.9868211862167996,High Risk
Graduate,0.14599332001416007,Low Risk
Graduate,0.0798448130990139,Low Risk
Graduate,0.1682977293117172,Low Risk
Dropout,0.8482905082679628,High Risk
Enrolled,0.1553579112300985,Low Risk
Graduate,0.04055574064485061,Low Risk
Graduate,0.06380228575495708,Low Risk
Graduate,0.027978182369358118,Low Risk
Dropout,0.9836565691434725,High Risk
Graduate,0.05794074037703893,Low Risk
Graduate,0.07306977358001243,Low Risk
Dropout,0.14228906985697373,Low Risk
Enrolled,0.05160789626481185,Low Risk
Graduate,0.038524235796462775,Low Risk
Graduate,0.5125567181363415,Medium Risk
Graduate,0.04141786154057611,Low Risk
Enrolled,0.14222346545890546,Low Risk
Graduate,0.03391697536525482,Low Risk
Dropout,0.7059530622442135,High Risk
Graduate,0.05696902331587894,Low Risk
Dropout,0.9689849130715729,High Risk
Dropout,0.8625271470209616,High Risk
Dropout,0.9765026662007016,High Risk
Dropout,0.3146098978435849,Medium Risk
Graduate,0.05672167641471347,Low Risk
Enrolled,0.6020651157418525,High Risk
Dropout,0.8334257634253883,High Risk
Dropout,0.9795118156191404,High Risk
Graduate,0.2127715316760113,Low Risk
Graduate,0.1385090704882843,Low Risk
Graduate,0.0410528016194163,Low Risk
Graduate,0.0658743899307269,Low Risk
Graduate,0.04129109833423309,Low Risk
Graduate,0.04614597600235376,Low Risk
Graduate,0.038573722837293524,Low Risk
Graduate,0.036846149913763386,Low Risk
Graduate,0.005751878984965523,Low Risk
Graduate,0.01529416551044685,Low Risk
Graduate,0.044241170708579865,Low Risk
Dropout,0.06972835494770471,Low Risk
Enrolled,0.15784674925348657,Low Risk
Graduate,0.05227240850280064,Low Risk
Enrolled,0.09051311362732112,Low Risk
Dropout,0.9729321103690749,High Risk
Dropout,0.3478614850876451,Medium Risk
Graduate,0.1526769776945351,Low Risk
Graduate,0.07029774605005155,Low Risk
Enrolled,0.0086905632459647,Low Risk
Graduate,0.03325307621061488,Low Risk
Graduate,0.028297448185747004,Low Risk
Enrolled,0.31563132885962,Medium Risk
Graduate,0.025011430939756246,Low Risk
Enrolled,0.13866337836782566,Low Risk
Dropout,0.9848957196481225,High Risk
Graduate,0.030205291105241262,Low Risk
Enrolled,0.21257444712411452,Low Risk
Graduate,0.0368138926546279,Low Risk
Graduate,0.04837803579757707,Low Risk
Dropout,0.9535144962263666,High Risk
Enrolled,0.15306936957337136,Low Risk
Graduate,0.016328952081336688,Low Risk
Enrolled,0.17126345215998573,Low Risk
Enrolled,0.05305412669199124,Low Risk
Enrolled,0.5566704701137923,Medium Risk
Dropout,0.363766381126576,Medium Risk
Graduate,0.03373600777686822,Low Risk
Graduate,0.03433929898109919,Low Risk
Graduate,0.236316835654076,Low Risk
Graduate,0.06291073978129104,Low Risk
Graduate,0.1137723502269905,Low Risk
Dropout,0.6298907549546902,High Risk
Graduate,0.028705201179523382,Low Risk
Graduate,0.09706908201637239,Low Risk
Enrolled,0.08251536026418436,Low Risk
Enrolled,0.11112610859980711,Low Risk
Graduate,0.039165675840417094,Low Risk
Graduate,0.31361938066376954,Medium Risk
Graduate,0.04148845584503036,Low Risk
Graduate,0.02683249327667264,Low Risk
Dropout,0.9850371758587263,High Risk
Enrolled,0.022764760157791997,Low Risk
Enrolled,0.028780519419101157,Low Risk
Dropout,0.9769325430964405,High Risk
Dropout,0.9875960214713636,High Risk
Dropout,0.8809096899091301,High Risk
Dropout,0.9902340596535334,High Risk
Dropout,0.691582102002828,High Risk
Graduate,0.044982227580206945,Low Risk
Dropout,0.9624195077184087,High Risk
Graduate,0.21805569234801728,Low Risk
Graduate,0.02656455340212198,Low Risk
Dropout,0.9642883897428166,High Risk
Dropout,0.16523891915284,Low Risk
Graduate,0.06390405436494177,Low Risk
Dropout,0.2519931075939617,Low Risk
Graduate,0.020392017667733024,Low Risk
Graduate,0.1544451979818377,Low Risk
Graduate,0.036890748010915235,Low Risk
Graduate,0.04997701872013061,Low Risk
Graduate,0.0782895835897267,Low Risk
Dropout,0.9584896546465814,High Risk
Dropout,0.7870249313477421,High Risk
Enrolled,0.10121193546299305,Low Risk
Graduate,0.23314423841173773,Low Risk
Dropout,0.9315615831084413,High Risk
Dropout,0.919584330167968,High Risk
Graduate,0.09739360620527314,Low Risk
Dropout,0.9972905915105611,High Risk
Graduate,0.14817407733910737,Low Risk
Graduate,0.033169704259526644,Low Risk
Graduate,0.19754993515365338,Low Risk
Dropout,0.8992929081564226,High Risk
Dropout,0.9551638706534815,High Risk
Graduate,0.05946985160825796,Low Risk
Dropout,0.9188246918712082,High Risk
Enrolled,0.17869452008583983,Low Risk
Graduate,0.1746000912541059,Low Risk
Graduate,0.07442560935120263,Low Risk
Dropout,0.5558344993299842,Medium Risk
Graduate,0.03783461355857422,Low Risk
Graduate,0.009032170043275825,Low Risk
Graduate,0.09180226392200151,Low Risk
Enrolled,0.08183423368725144,Low Risk
Graduate,0.0675629382784519,Low Risk
